,date,est,date_pub,code,line,value,description
1616,2006_Q3,THIRD,2006-12-21,DGOERY2,,,
1617,2006_Q4,ADVANCE,2007-01-27,DGOERY2,,,
1618,2006_Q4,SECOND,2007-02-28,DGOERY2,,,
1619,2006_Q4,THIRD,2007-03-30,DGOERY2,,,
1620,2007_Q1,ADVANCE,2007-04-27,DGOERY2,,,
1621,2007_Q1,SECOND,2007-05-31,DGOERY2,,,
1622,2007_Q1,THIRD,2007-06-28,DGOERY2,,,
1623,2007_Q2,ADVANCE,2007-07-27,DGOERY2,,,
1624,2007_Q2,SECOND,2007-08-30,DGOERY2,,,
1625,2007_Q2,THIRD,2007-09-27,DGOERY2,,,
1626,2007_Q3,ADVANCE,2007-10-31,DGOERY2,,,
1627,2007_Q3,SECOND,2007-11-29,DGOERY2,,,
1628,2007_Q3,THIRD,2007-12-20,DGOERY2,,,
1629,2007_Q4,ADVANCE,2008-01-30,DGOERY2,,,
1630,2007_Q4,SECOND,2008-02-28,DGOERY2,,,
1631,2007_Q4,THIRD,2008-03-27,DGOERY2,,,
1632,2008_Q1,ADVANCE,2008-04-30,DGOERY2,,,
1633,2008_Q1,SECOND,2008-05-29,DGOERY2,,,
1634,2008_Q1,THIRD,2008-06-26,DGOERY2,,,
1635,2008_Q2,ADVANCE,2008-07-31,DGOERY2,,,
1636,2008_Q2,SECOND,2008-08-28,DGOERY2,,,
1637,2008_Q2,THIRD,2008-09-26,DGOERY2,,,
1638,2008_Q3,ADVANCE,2008-10-30,DGOERY2,,,
1639,2008_Q3,SECOND,2008-11-25,DGOERY2,,,
1640,2008_Q3,THIRD,2008-12-23,DGOERY2,,,
1641,2008_Q4,ADVANCE,2009-01-30,DGOERY2,,,
1642,2008_Q4,SECOND,2009-02-27,DGOERY2,,,
1643,2008_Q4,THIRD,2009-03-26,DGOERY2,,,
1644,2009_Q1,ADVANCE,2009-04-29,DGOERY2,,,
1645,2009_Q1,SECOND,2009-05-29,DGOERY2,,,
1646,2009_Q1,THIRD,2009-06-25,DGOERY2,,,
1647,2009_Q2,ADVANCE,2009-07-31,DGOERY2,12,-0.03,      Gasoline and other energy goods
1648,2009_Q2,SECOND,2009-08-27,DGOERY2,12,-0.01,      Gasoline and other energy goods
1649,2009_Q2,THIRD,2009-09-30,DGOERY2,12,0.02,      Gasoline and other energy goods
1650,2009_Q3,ADVANCE,2009-10-29,DGOERY2,12,0.04,      Gasoline and other energy goods
1651,2009_Q3,SECOND,2009-11-24,DGOERY2,12,0.02,      Gasoline and other energy goods
1652,2009_Q3,THIRD,2009-12-22,DGOERY2,12,-0.04,      Gasoline and other energy goods
1653,2009_Q4,ADVANCE,2010-01-29,DGOERY2,12,-0.06,      Gasoline and other energy goods
1654,2009_Q4,SECOND,2010-02-26,DGOERY2,12,-0.08,      Gasoline and other energy goods
1655,2009_Q4,THIRD,2010-03-26,DGOERY2,12,-0.05,      Gasoline and other energy goods
1656,2010_Q1,ADVANCE,2010-04-30,DGOERY2,12,0.04,      Gasoline and other energy goods
1657,2010_Q1,SECOND,2010-05-27,DGOERY2,12,0.01,      Gasoline and other energy goods
1658,2010_Q1,THIRD,2010-06-25,DGOERY2,12,0.0,      Gasoline and other energy goods
1659,2010_Q2,ADVANCE,2010-07-30,DGOERY2,12,0.02,      Gasoline and other energy goods
1660,2010_Q2,SECOND,2010-08-27,DGOERY2,12,0.11,      Gasoline and other energy goods
1661,2010_Q2,THIRD,2010-09-30,DGOERY2,12,0.07,      Gasoline and other energy goods
1662,2010_Q3,ADVANCE,2010-10-29,DGOERY2,12,-0.17,      Gasoline and other energy goods
1663,2010_Q3,SECOND,2010-11-23,DGOERY2,12,-0.07,      Gasoline and other energy goods
1664,2010_Q3,THIRD,2010-12-22,DGOERY2,12,0.0,      Gasoline and other energy goods
1665,2010_Q4,ADVANCE,2011-01-28,DGOERY2,12,-0.08,      Gasoline and other energy goods
1666,2010_Q4,SECOND,2011-02-25,DGOERY2,12,-0.08,      Gasoline and other energy goods
1667,2010_Q4,THIRD,2011-03-25,DGOERY2,12,-0.15,      Gasoline and other energy goods
1668,2011_Q1,ADVANCE,2011-04-28,DGOERY2,12,-0.04,      Gasoline and other energy goods
1669,2011_Q1,SECOND,2011-05-26,DGOERY2,12,-0.17,      Gasoline and other energy goods
1670,2011_Q1,THIRD,2011-06-24,DGOERY2,12,-0.16,      Gasoline and other energy goods
1671,2011_Q2,ADVANCE,2011-07-29,DGOERY2,12,-0.2,      Gasoline and other energy goods
1672,2011_Q2,SECOND,2011-08-26,DGOERY2,12,-0.21,      Gasoline and other energy goods
1673,2011_Q2,THIRD,2011-09-29,DGOERY2,12,-0.24,      Gasoline and other energy goods
1674,2011_Q3,ADVANCE,2011-10-27,DGOERY2,12,0.09,      Gasoline and other energy goods
1675,2011_Q3,SECOND,2011-11-22,DGOERY2,12,-0.04,      Gasoline and other energy goods
1676,2011_Q3,THIRD,2011-12-22,DGOERY2,12,-0.04,      Gasoline and other energy goods
1677,2011_Q4,ADVANCE,2012-01-27,DGOERY2,12,-0.01,      Gasoline and other energy goods
1678,2011_Q4,SECOND,2012-02-29,DGOERY2,12,-0.11,      Gasoline and other energy goods
1679,2011_Q4,THIRD,2012-03-29,DGOERY2,12,-0.08,      Gasoline and other energy goods
1680,2012_Q1,ADVANCE,2012-04-27,DGOERY2,12,-0.14,      Gasoline and other energy goods
1681,2012_Q1,SECOND,2012-05-31,DGOERY2,12,-0.06,      Gasoline and other energy goods
1682,2012_Q1,THIRD,2012-06-28,DGOERY2,12,-0.09,      Gasoline and other energy goods
1683,2012_Q2,ADVANCE,2012-07-27,DGOERY2,12,0.38,      Gasoline and other energy goods
1684,2012_Q2,SECOND,2012-08-29,DGOERY2,12,0.19,      Gasoline and other energy goods
1685,2012_Q2,THIRD,2012-09-27,DGOERY2,12,0.23,      Gasoline and other energy goods
1686,2012_Q3,ADVANCE,2012-10-26,DGOERY2,12,0.01,      Gasoline and other energy goods
1687,2012_Q3,SECOND,2012-11-29,DGOERY2,12,-0.11,      Gasoline and other energy goods
1688,2012_Q3,THIRD,2012-12-20,DGOERY2,12,-0.08,      Gasoline and other energy goods
1689,2012_Q4,ADVANCE,2013-01-30,DGOERY2,12,-0.1,      Gasoline and other energy goods
1690,2012_Q4,SECOND,2013-02-28,DGOERY2,12,-0.22,      Gasoline and other energy goods
1691,2012_Q4,THIRD,2013-03-28,DGOERY2,12,-0.17,      Gasoline and other energy goods
1692,2013_Q1,ADVANCE,2013-04-26,DGOERY2,12,-0.1,      Gasoline and other energy goods
1693,2013_Q1,SECOND,2013-05-30,DGOERY2,12,0.07,      Gasoline and other energy goods
1694,2013_Q1,THIRD,2013-06-26,DGOERY2,12,0.12,      Gasoline and other energy goods
1695,2013_Q2,ADVANCE,2013-07-31,DGOERY2,12,0.11,      Gasoline and other energy goods
1696,2013_Q2,SECOND,2013-08-29,DGOERY2,12,0.02,      Gasoline and other energy goods
1697,2013_Q2,THIRD,2013-09-26,DGOERY2,12,-0.02,      Gasoline and other energy goods
1698,2013_Q3,ADVANCE,2013-11-07,DGOERY2,12,-0.03,      Gasoline and other energy goods
1699,2013_Q3,SECOND,2013-12-05,DGOERY2,12,-0.02,      Gasoline and other energy goods
1700,2013_Q3,THIRD,2013-12-20,DGOERY2,12,0.08,      Gasoline and other energy goods
1701,2013_Q4,ADVANCE,2014-01-30,DGOERY2,12,0.04,      Gasoline and other energy goods
1702,2013_Q4,SECOND,2014-02-28,DGOERY2,12,0.02,      Gasoline and other energy goods
1703,2013_Q4,THIRD,2014-03-27,DGOERY2,12,-0.01,      Gasoline and other energy goods
1704,2014_Q1,ADVANCE,2014-04-30,DGOERY2,12,0.03,      Gasoline and other energy goods
1705,2014_Q1,SECOND,2014-05-29,DGOERY2,12,0.06,      Gasoline and other energy goods
1706,2014_Q1,THIRD,2014-06-25,DGOERY2,12,0.05,      Gasoline and other energy goods
1707,2014_Q2,ADVANCE,2014-07-30,DGOERY2,12,-0.09,      Gasoline and other energy goods
1708,2014_Q2,SECOND,2014-08-28,DGOERY2,12,-0.09,      Gasoline and other energy goods
1709,2014_Q2,THIRD,2014-09-26,DGOERY2,12,-0.08,      Gasoline and other energy goods
1710,2014_Q3,ADVANCE,2014-10-30,DGOERY2,12,-0.06,      Gasoline and other energy goods
1711,2014_Q3,SECOND,2014-11-25,DGOERY2,12,-0.01,      Gasoline and other energy goods
1712,2014_Q3,THIRD,2014-12-23,DGOERY2,12,0.02,      Gasoline and other energy goods
1713,2014_Q4,ADVANCE,2015-01-30,DGOERY2,12,0.25,      Gasoline and other energy goods
1714,2014_Q4,SECOND,2015-02-27,DGOERY2,12,0.18,      Gasoline and other energy goods
1715,2014_Q4,THIRD,2015-03-27,DGOERY2,12,0.19,      Gasoline and other energy goods
1716,2015_Q1,ADVANCE,2015-04-29,DGOERY2,12,0.1,      Gasoline and other energy goods
1717,2015_Q1,SECOND,2015-05-29,DGOERY2,12,0.08,      Gasoline and other energy goods
1718,2015_Q1,THIRD,2015-06-24,DGOERY2,12,0.1,      Gasoline and other energy goods
1719,2015_Q2,ADVANCE,2015-07-30,DGOERY2,12,0.0,      Gasoline and other energy goods
1720,2015_Q2,SECOND,2015-08-27,DGOERY2,12,0.0,      Gasoline and other energy goods
1721,2015_Q2,THIRD,2015-09-25,DGOERY2,12,-0.01,      Gasoline and other energy goods
1722,2015_Q3,ADVANCE,2015-10-29,DGOERY2,12,0.05,      Gasoline and other energy goods
1723,2015_Q3,SECOND,2015-11-24,DGOERY2,12,0.05,      Gasoline and other energy goods
1724,2015_Q3,THIRD,2015-12-22,DGOERY2,12,0.09,      Gasoline and other energy goods
1725,2015_Q4,ADVANCE,2016-01-29,DGOERY2,12,-0.01,      Gasoline and other energy goods
1726,2015_Q4,SECOND,2016-02-26,DGOERY2,12,-0.05,      Gasoline and other energy goods
1727,2015_Q4,THIRD,2016-03-25,DGOERY2,12,-0.04,      Gasoline and other energy goods
1728,2004_Q1,ADVANCE,2004-04-29,DONGRY2,,,
1729,2004_Q1,SECOND,2004-05-27,DONGRY2,,,
1730,2004_Q1,THIRD,2004-06-25,DONGRY2,,,
1731,2004_Q2,ADVANCE,2004-07-30,DONGRY2,,,
1732,2004_Q2,SECOND,2004-08-27,DONGRY2,,,
1733,2004_Q2,THIRD,2004-09-29,DONGRY2,,,
1734,2004_Q3,ADVANCE,2004-10-29,DONGRY2,,,
1735,2004_Q3,SECOND,2004-11-30,DONGRY2,,,
1736,2004_Q3,THIRD,2004-12-22,DONGRY2,,,
1737,2004_Q4,ADVANCE,2005-01-28,DONGRY2,,,
1738,2004_Q4,SECOND,2005-02-25,DONGRY2,,,
1739,2004_Q4,THIRD,2005-03-30,DONGRY2,,,
1740,2005_Q1,ADVANCE,2005-04-28,DONGRY2,,,
1741,2005_Q1,SECOND,2005-05-26,DONGRY2,,,
1742,2005_Q1,THIRD,2005-06-29,DONGRY2,,,
1743,2005_Q2,ADVANCE,2005-07-29,DONGRY2,,,
1744,2005_Q2,SECOND,2005-08-31,DONGRY2,,,
1745,2005_Q2,THIRD,2005-09-29,DONGRY2,,,
1746,2005_Q3,ADVANCE,2005-10-28,DONGRY2,,,
1747,2005_Q3,SECOND,2005-11-30,DONGRY2,,,
1748,2005_Q3,THIRD,2005-12-21,DONGRY2,,,
1749,2005_Q4,ADVANCE,2006-01-27,DONGRY2,,,
1750,2005_Q4,SECOND,2006-02-28,DONGRY2,,,
1751,2005_Q4,THIRD,2006-03-30,DONGRY2,,,
1752,2006_Q1,ADVANCE,2006-04-28,DONGRY2,,,
1753,2006_Q1,SECOND,2006-05-25,DONGRY2,,,
1754,2006_Q1,THIRD,2006-06-29,DONGRY2,,,
1755,2006_Q2,ADVANCE,2006-07-28,DONGRY2,,,
1756,2006_Q2,SECOND,2006-08-30,DONGRY2,,,
1757,2006_Q2,THIRD,2006-09-28,DONGRY2,,,
1758,2006_Q3,ADVANCE,2006-10-27,DONGRY2,,,
1759,2006_Q3,SECOND,2006-11-29,DONGRY2,,,
1760,2006_Q3,THIRD,2006-12-21,DONGRY2,,,
1761,2006_Q4,ADVANCE,2007-01-27,DONGRY2,,,
1762,2006_Q4,SECOND,2007-02-28,DONGRY2,,,
1763,2006_Q4,THIRD,2007-03-30,DONGRY2,,,
1764,2007_Q1,ADVANCE,2007-04-27,DONGRY2,,,
1765,2007_Q1,SECOND,2007-05-31,DONGRY2,,,
1766,2007_Q1,THIRD,2007-06-28,DONGRY2,,,
1767,2007_Q2,ADVANCE,2007-07-27,DONGRY2,,,
1768,2007_Q2,SECOND,2007-08-30,DONGRY2,,,
1769,2007_Q2,THIRD,2007-09-27,DONGRY2,,,
1770,2007_Q3,ADVANCE,2007-10-31,DONGRY2,,,
1771,2007_Q3,SECOND,2007-11-29,DONGRY2,,,
1772,2007_Q3,THIRD,2007-12-20,DONGRY2,,,
1773,2007_Q4,ADVANCE,2008-01-30,DONGRY2,,,
1774,2007_Q4,SECOND,2008-02-28,DONGRY2,,,
1775,2007_Q4,THIRD,2008-03-27,DONGRY2,,,
1776,2008_Q1,ADVANCE,2008-04-30,DONGRY2,,,
1777,2008_Q1,SECOND,2008-05-29,DONGRY2,,,
1778,2008_Q1,THIRD,2008-06-26,DONGRY2,,,
1779,2008_Q2,ADVANCE,2008-07-31,DONGRY2,,,
1780,2008_Q2,SECOND,2008-08-28,DONGRY2,,,
1781,2008_Q2,THIRD,2008-09-26,DONGRY2,,,
1782,2008_Q3,ADVANCE,2008-10-30,DONGRY2,,,
1783,2008_Q3,SECOND,2008-11-25,DONGRY2,,,
1784,2008_Q3,THIRD,2008-12-23,DONGRY2,,,
1785,2008_Q4,ADVANCE,2009-01-30,DONGRY2,,,
1786,2008_Q4,SECOND,2009-02-27,DONGRY2,,,
1787,2008_Q4,THIRD,2009-03-26,DONGRY2,,,
1788,2009_Q1,ADVANCE,2009-04-29,DONGRY2,,,
1789,2009_Q1,SECOND,2009-05-29,DONGRY2,,,
1790,2009_Q1,THIRD,2009-06-25,DONGRY2,,,
1791,2009_Q2,ADVANCE,2009-07-31,DONGRY2,13,-0.45,      Other nondurable goods
1792,2009_Q2,SECOND,2009-08-27,DONGRY2,13,-0.33,      Other nondurable goods
1793,2009_Q2,THIRD,2009-09-30,DONGRY2,13,-0.32,      Other nondurable goods
1794,2009_Q3,ADVANCE,2009-10-29,DONGRY2,13,0.04,      Other nondurable goods
1795,2009_Q3,SECOND,2009-11-24,DONGRY2,13,0.05,      Other nondurable goods
1796,2009_Q3,THIRD,2009-12-22,DONGRY2,13,0.07,      Other nondurable goods
1797,2009_Q4,ADVANCE,2010-01-29,DONGRY2,13,0.33,      Other nondurable goods
1798,2009_Q4,SECOND,2010-02-26,DONGRY2,13,0.28,      Other nondurable goods
1799,2009_Q4,THIRD,2010-03-26,DONGRY2,13,0.25,      Other nondurable goods
1800,2010_Q1,ADVANCE,2010-04-30,DONGRY2,13,0.18,      Other nondurable goods
1801,2010_Q1,SECOND,2010-05-27,DONGRY2,13,0.17,      Other nondurable goods
1802,2010_Q1,THIRD,2010-06-25,DONGRY2,13,0.18,      Other nondurable goods
1803,2010_Q2,ADVANCE,2010-07-30,DONGRY2,13,0.24,      Other nondurable goods
1804,2010_Q2,SECOND,2010-08-27,DONGRY2,13,0.26,      Other nondurable goods
1805,2010_Q2,THIRD,2010-09-30,DONGRY2,13,0.25,      Other nondurable goods
1806,2010_Q3,ADVANCE,2010-10-29,DONGRY2,13,0.2,      Other nondurable goods
1807,2010_Q3,SECOND,2010-11-23,DONGRY2,13,0.23,      Other nondurable goods
1808,2010_Q3,THIRD,2010-12-22,DONGRY2,13,0.25,      Other nondurable goods
1809,2010_Q4,ADVANCE,2011-01-28,DONGRY2,13,0.29,      Other nondurable goods
1810,2010_Q4,SECOND,2011-02-25,DONGRY2,13,0.3,      Other nondurable goods
1811,2010_Q4,THIRD,2011-03-25,DONGRY2,13,0.28,      Other nondurable goods
1812,2011_Q1,ADVANCE,2011-04-28,DONGRY2,13,0.19,      Other nondurable goods
1813,2011_Q1,SECOND,2011-05-26,DONGRY2,13,0.18,      Other nondurable goods
1814,2011_Q1,THIRD,2011-06-24,DONGRY2,13,0.24,      Other nondurable goods
1815,2011_Q2,ADVANCE,2011-07-29,DONGRY2,13,0.14,      Other nondurable goods
1816,2011_Q2,SECOND,2011-08-26,DONGRY2,13,0.16,      Other nondurable goods
1817,2011_Q2,THIRD,2011-09-29,DONGRY2,13,0.16,      Other nondurable goods
1818,2011_Q3,ADVANCE,2011-10-27,DONGRY2,13,0.14,      Other nondurable goods
1819,2011_Q3,SECOND,2011-11-22,DONGRY2,13,0.15,      Other nondurable goods
1820,2011_Q3,THIRD,2011-12-22,DONGRY2,13,0.15,      Other nondurable goods
1821,2011_Q4,ADVANCE,2012-01-27,DONGRY2,13,0.21,      Other nondurable goods
1822,2011_Q4,SECOND,2012-02-29,DONGRY2,13,0.17,      Other nondurable goods
1823,2011_Q4,THIRD,2012-03-29,DONGRY2,13,0.19,      Other nondurable goods
1824,2012_Q1,ADVANCE,2012-04-27,DONGRY2,13,0.25,      Other nondurable goods
1825,2012_Q1,SECOND,2012-05-31,DONGRY2,13,0.21,      Other nondurable goods
1826,2012_Q1,THIRD,2012-06-28,DONGRY2,13,0.22,      Other nondurable goods
1827,2012_Q2,ADVANCE,2012-07-27,DONGRY2,13,0.02,      Other nondurable goods
1828,2012_Q2,SECOND,2012-08-29,DONGRY2,13,0.05,      Other nondurable goods
1829,2012_Q2,THIRD,2012-09-27,DONGRY2,13,0.02,      Other nondurable goods
1830,2012_Q3,ADVANCE,2012-10-26,DONGRY2,13,0.18,      Other nondurable goods
1831,2012_Q3,SECOND,2012-11-29,DONGRY2,13,0.12,      Other nondurable goods
1832,2012_Q3,THIRD,2012-12-20,DONGRY2,13,0.14,      Other nondurable goods
1833,2012_Q4,ADVANCE,2013-01-30,DONGRY2,13,0.2,      Other nondurable goods
1834,2012_Q4,SECOND,2013-02-28,DONGRY2,13,0.26,      Other nondurable goods
1835,2012_Q4,THIRD,2013-03-28,DONGRY2,13,0.23,      Other nondurable goods
1836,2013_Q1,ADVANCE,2013-04-26,DONGRY2,13,0.18,      Other nondurable goods
1837,2013_Q1,SECOND,2013-05-30,DONGRY2,13,0.17,      Other nondurable goods
1838,2013_Q1,THIRD,2013-06-26,DONGRY2,13,0.18,      Other nondurable goods
1839,2013_Q2,ADVANCE,2013-07-31,DONGRY2,13,0.11,      Other nondurable goods
1840,2013_Q2,SECOND,2013-08-29,DONGRY2,13,0.21,      Other nondurable goods
1841,2013_Q2,THIRD,2013-09-26,DONGRY2,13,0.21,      Other nondurable goods
1842,2013_Q3,ADVANCE,2013-11-07,DONGRY2,13,0.37,      Other nondurable goods
1843,2013_Q3,SECOND,2013-12-05,DONGRY2,13,0.32,      Other nondurable goods
1844,2013_Q3,THIRD,2013-12-20,DONGRY2,13,0.33,      Other nondurable goods
1845,2013_Q4,ADVANCE,2014-01-30,DONGRY2,13,0.28,      Other nondurable goods
1846,2013_Q4,SECOND,2014-02-28,DONGRY2,13,0.24,      Other nondurable goods
1847,2013_Q4,THIRD,2014-03-27,DONGRY2,13,0.21,      Other nondurable goods
1848,2014_Q1,ADVANCE,2014-04-30,DONGRY2,13,0.06,      Other nondurable goods
1849,2014_Q1,SECOND,2014-05-29,DONGRY2,13,0.11,      Other nondurable goods
1850,2014_Q1,THIRD,2014-06-25,DONGRY2,13,0.05,      Other nondurable goods
1851,2014_Q2,ADVANCE,2014-07-30,DONGRY2,13,0.41,      Other nondurable goods
1852,2014_Q2,SECOND,2014-08-28,DONGRY2,13,0.35,      Other nondurable goods
1853,2014_Q2,THIRD,2014-09-26,DONGRY2,13,0.37,      Other nondurable goods
1854,2014_Q3,ADVANCE,2014-10-30,DONGRY2,13,0.27,      Other nondurable goods
1855,2014_Q3,SECOND,2014-11-25,DONGRY2,13,0.32,      Other nondurable goods
1856,2014_Q3,THIRD,2014-12-23,DONGRY2,13,0.34,      Other nondurable goods
1857,2014_Q4,ADVANCE,2015-01-30,DONGRY2,13,0.21,      Other nondurable goods
1858,2014_Q4,SECOND,2015-02-27,DONGRY2,13,0.24,      Other nondurable goods
1859,2014_Q4,THIRD,2015-03-27,DONGRY2,13,0.25,      Other nondurable goods
1860,2015_Q1,ADVANCE,2015-04-29,DONGRY2,13,0.05,      Other nondurable goods
1861,2015_Q1,SECOND,2015-05-29,DONGRY2,13,0.05,      Other nondurable goods
1862,2015_Q1,THIRD,2015-06-24,DONGRY2,13,0.06,      Other nondurable goods
1863,2015_Q2,ADVANCE,2015-07-30,DONGRY2,13,0.27,      Other nondurable goods
1864,2015_Q2,SECOND,2015-08-27,DONGRY2,13,0.34,      Other nondurable goods
1865,2015_Q2,THIRD,2015-09-25,DONGRY2,13,0.36,      Other nondurable goods
1866,2015_Q3,ADVANCE,2015-10-29,DONGRY2,13,0.41,      Other nondurable goods
1867,2015_Q3,SECOND,2015-11-24,DONGRY2,13,0.47,      Other nondurable goods
1868,2015_Q3,THIRD,2015-12-22,DONGRY2,13,0.48,      Other nondurable goods
1869,2015_Q4,ADVANCE,2016-01-29,DONGRY2,13,0.27,      Other nondurable goods
1870,2015_Q4,SECOND,2016-02-26,DONGRY2,13,0.25,      Other nondurable goods
1871,2015_Q4,THIRD,2016-03-25,DONGRY2,13,0.14,      Other nondurable goods
1872,2004_Q1,ADVANCE,2004-04-29,DSERRY2,,,
1873,2004_Q1,SECOND,2004-05-27,DSERRY2,,,
1874,2004_Q1,THIRD,2004-06-25,DSERRY2,,,
1875,2004_Q2,ADVANCE,2004-07-30,DSERRY2,,,
1876,2004_Q2,SECOND,2004-08-27,DSERRY2,,,
1877,2004_Q2,THIRD,2004-09-29,DSERRY2,,,
1878,2004_Q3,ADVANCE,2004-10-29,DSERRY2,,,
1879,2004_Q3,SECOND,2004-11-30,DSERRY2,,,
1880,2004_Q3,THIRD,2004-12-22,DSERRY2,,,
1881,2004_Q4,ADVANCE,2005-01-28,DSERRY2,,,
1882,2004_Q4,SECOND,2005-02-25,DSERRY2,,,
1883,2004_Q4,THIRD,2005-03-30,DSERRY2,,,
1884,2005_Q1,ADVANCE,2005-04-28,DSERRY2,,,
1885,2005_Q1,SECOND,2005-05-26,DSERRY2,,,
1886,2005_Q1,THIRD,2005-06-29,DSERRY2,,,
1887,2005_Q2,ADVANCE,2005-07-29,DSERRY2,,,
1888,2005_Q2,SECOND,2005-08-31,DSERRY2,,,
1889,2005_Q2,THIRD,2005-09-29,DSERRY2,,,
1890,2005_Q3,ADVANCE,2005-10-28,DSERRY2,,,
1891,2005_Q3,SECOND,2005-11-30,DSERRY2,,,
1892,2005_Q3,THIRD,2005-12-21,DSERRY2,,,
1893,2005_Q4,ADVANCE,2006-01-27,DSERRY2,,,
1894,2005_Q4,SECOND,2006-02-28,DSERRY2,,,
1895,2005_Q4,THIRD,2006-03-30,DSERRY2,,,
1896,2006_Q1,ADVANCE,2006-04-28,DSERRY2,,,
1897,2006_Q1,SECOND,2006-05-25,DSERRY2,,,
1898,2006_Q1,THIRD,2006-06-29,DSERRY2,,,
1899,2006_Q2,ADVANCE,2006-07-28,DSERRY2,,,
1900,2006_Q2,SECOND,2006-08-30,DSERRY2,,,
1901,2006_Q2,THIRD,2006-09-28,DSERRY2,,,
1902,2006_Q3,ADVANCE,2006-10-27,DSERRY2,,,
1903,2006_Q3,SECOND,2006-11-29,DSERRY2,,,
1904,2006_Q3,THIRD,2006-12-21,DSERRY2,,,
1905,2006_Q4,ADVANCE,2007-01-27,DSERRY2,,,
1906,2006_Q4,SECOND,2007-02-28,DSERRY2,,,
1907,2006_Q4,THIRD,2007-03-30,DSERRY2,,,
1908,2007_Q1,ADVANCE,2007-04-27,DSERRY2,,,
1909,2007_Q1,SECOND,2007-05-31,DSERRY2,,,
1910,2007_Q1,THIRD,2007-06-28,DSERRY2,,,
1911,2007_Q2,ADVANCE,2007-07-27,DSERRY2,,,
1912,2007_Q2,SECOND,2007-08-30,DSERRY2,,,
1913,2007_Q2,THIRD,2007-09-27,DSERRY2,,,
1914,2007_Q3,ADVANCE,2007-10-31,DSERRY2,,,
1915,2007_Q3,SECOND,2007-11-29,DSERRY2,,,
1916,2007_Q3,THIRD,2007-12-20,DSERRY2,,,
1917,2007_Q4,ADVANCE,2008-01-30,DSERRY2,,,
1918,2007_Q4,SECOND,2008-02-28,DSERRY2,,,
1919,2007_Q4,THIRD,2008-03-27,DSERRY2,,,
1920,2008_Q1,ADVANCE,2008-04-30,DSERRY2,,,
1921,2008_Q1,SECOND,2008-05-29,DSERRY2,,,
1922,2008_Q1,THIRD,2008-06-26,DSERRY2,,,
1923,2008_Q2,ADVANCE,2008-07-31,DSERRY2,,,
1924,2008_Q2,SECOND,2008-08-28,DSERRY2,,,
1925,2008_Q2,THIRD,2008-09-26,DSERRY2,,,
1926,2008_Q3,ADVANCE,2008-10-30,DSERRY2,,,
1927,2008_Q3,SECOND,2008-11-25,DSERRY2,,,
1928,2008_Q3,THIRD,2008-12-23,DSERRY2,,,
1929,2008_Q4,ADVANCE,2009-01-30,DSERRY2,,,
1930,2008_Q4,SECOND,2009-02-27,DSERRY2,,,
1931,2008_Q4,THIRD,2009-03-26,DSERRY2,,,
1932,2009_Q1,ADVANCE,2009-04-29,DSERRY2,,,
1933,2009_Q1,SECOND,2009-05-29,DSERRY2,,,
1934,2009_Q1,THIRD,2009-06-25,DSERRY2,,,
1935,2009_Q2,ADVANCE,2009-07-31,DSERRY2,14,0.04,  Services
1936,2009_Q2,SECOND,2009-08-27,DSERRY2,14,0.09,  Services
1937,2009_Q2,THIRD,2009-09-30,DSERRY2,14,0.09,  Services
1938,2009_Q3,ADVANCE,2009-10-29,DSERRY2,14,0.57,  Services
1939,2009_Q3,SECOND,2009-11-24,DSERRY2,14,0.47,  Services
1940,2009_Q3,THIRD,2009-12-22,DSERRY2,14,0.37,  Services
1941,2009_Q4,ADVANCE,2010-01-29,DSERRY2,14,0.83,  Services
1942,2009_Q4,SECOND,2010-02-26,DSERRY2,14,0.57,  Services
1943,2009_Q4,THIRD,2010-03-26,DSERRY2,14,0.49,  Services
1944,2010_Q1,ADVANCE,2010-04-30,DSERRY2,14,1.15,  Services
1945,2010_Q1,SECOND,2010-05-27,DSERRY2,14,0.96,  Services
1946,2010_Q1,THIRD,2010-06-25,DSERRY2,14,0.69,  Services
1947,2010_Q2,ADVANCE,2010-07-30,DSERRY2,14,0.36,  Services
1948,2010_Q2,SECOND,2010-08-27,DSERRY2,14,0.56,  Services
1949,2010_Q2,THIRD,2010-09-30,DSERRY2,14,0.75,  Services
1950,2010_Q3,ADVANCE,2010-10-29,DSERRY2,14,1.15,  Services
1951,2010_Q3,SECOND,2010-11-23,DSERRY2,14,1.16,  Services
1952,2010_Q3,THIRD,2010-12-22,DSERRY2,14,0.74,  Services
1953,2010_Q4,ADVANCE,2011-01-28,DSERRY2,14,0.78,  Services
1954,2010_Q4,SECOND,2011-02-25,DSERRY2,14,0.68,  Services
1955,2010_Q4,THIRD,2011-03-25,DSERRY2,14,0.7,  Services
1956,2011_Q1,ADVANCE,2011-04-28,DSERRY2,14,0.8,  Services
1957,2011_Q1,SECOND,2011-05-26,DSERRY2,14,0.69,  Services
1958,2011_Q1,THIRD,2011-06-24,DSERRY2,14,0.61,  Services
1959,2011_Q2,ADVANCE,2011-07-29,DSERRY2,14,0.4,  Services
1960,2011_Q2,SECOND,2011-08-26,DSERRY2,14,0.64,  Services
1961,2011_Q2,THIRD,2011-09-29,DSERRY2,14,0.87,  Services
1962,2011_Q3,ADVANCE,2011-10-27,DSERRY2,14,1.38,  Services
1963,2011_Q3,SECOND,2011-11-22,DSERRY2,14,1.33,  Services
